age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
62,0,2,0,2017-04-10,1,1,1,1,17,112.9,20038.77,12.0,274.3235842,0,1,0,3,0,1
45,1,0,3,2017-09-13,0,1,1,2,19,105.91,46063.59,6.0,761.41,1,0,1,4,0,0
17,0,0,3,2015-12-13,1,2,1,0,9,154.43,11333.18,18.0,740.91,1,0,0,3,0,0
22,1,2,2,2015-03-03,0,2,0,0,10,589.12,36545.91,12.0,680.88,1,0,1,1,0,1
38,1,0,0,2017-02-22,0,0,0,1,17,174.48,40594.31,16.0,615.71,0,1,1,0,-1,1
28,1,1,5,2017-07-24,1,2,1,0,16,43.58,23397.98,8.0,759.48,1,0,0,3,0,0
39,0,1,3,2017-12-24,0,1,0,2,9,32.91,11023.03,16.0,208.9039452,0,1,0,3,0,0
61,0,0,0,2017-01-26,1,0,0,0,20,100.33,34614.42,15.0,642.93,0,1,1,0,-1,1
64,1,0,1,2016-10-17,0,0,0,1,11,449.03,33430.37,14.0,435.9525483,0,1,1,2,1,0
37,1,0,3,2016-08-29,1,2,1,0,7,43.78,17353.48,21.0,282.3638793,1,0,0,3,0,1
48,1,0,0,2015-01-20,0,1,0,0,13,188.21,7375.39,16.0,664.98,0,1,0,3,-1,1
54,1,0,4,2015-07-04,1,0,1,2,10,32.13,35792.72,27.0,697.62,1,0,1,2,0,0
34,0,1,1,2016-06-13,0,1,0,1,19,154.58,3612.98,24.0,697.62,1,0,1,2,0,0
50,0,0,3,2015-02-01,1,0,0,2,11,145.59,13518.27,12.0,740.22,1,0,0,3,0,0
20,0,0,1,2015-11-02,1,1,0,0,14,233.72,15596.42,14.0,780.92,1,0,0,3,0,0
27,0,2,0,2015-07-17,1,1,0,1,15,304.09,32189.63,7.0,549.41,0,1,1,4,0,1
14,0,0,0,2016-05-12,0,1,0,0,14,163.99,27114.49,29.0,583.06,0,1,1,0,-1,1
32,0,0,0,2015-06-01,1,1,2,2,8,255.4,13608.16,16.0,524.52,1,1,1,2,0,1
55,0,1,0,2017-03-15,0,1,0,0,12,488.0,20417.72,10.0,656.21,0,1,0,3,0,1
21,0,1,0,2015-11-05,0,0,1,1,13,39.62,46139.37,16.0,673.05,1,0,0,3,0,1
12,1,0,0,2017-10-24,1,0,0,0,17,110.59,12478.19,21.0,671.23,0,1,1,2,0,1
58,0,0,1,2017-08-18,1,2,2,2,6,1600.12,15610.96,13.0,725.74,0,1,1,0,0,0
23,0,0,2,2015-08-06,0,1,1,0,9,54.12,24610.29,10.0,653.38,0,1,1,0,0,1
55,0,0,3,2016-05-17,0,2,1,2,6,633.62,58077.98,7.0,796.0,1,1,1,0,1,0
26,1,0,3,2016-10-09,1,1,0,0,9,55.29,12574.16,18.0,633.64,0,1,0,3,0,1
16,1,1,1,2017-05-01,1,2,0,2,26,936.34,30998.94,29.0,778.24,1,1,1,1,-1,0
17,1,0,3,2016-01-22,0,2,1,1,6,352.25,31444.17,10.0,668.44,1,1,1,2,0,1
11,1,1,4,2015-05-21,0,2,1,2,18,128.93,66961.7,19.0,765.97,0,1,0,3,1,0
44,1,1,1,2017-12-13,1,1,1,2,20,38.56,16717.72,28.0,550.1900866,1,0,1,0,0,0
16,0,0,1,2016-10-01,0,1,0,2,7,220.07,45054.8,12.0,623.93,1,1,0,3,0,1
30,0,1,0,2017-07-07,1,0,0,0,21,31.66,5643.14,11.0,711.22,0,1,0,3,0,0
17,0,0,3,2016-06-07,1,1,0,1,9,1053.12,15799.78,28.0,945.4319714,1,1,1,2,0,0
35,1,1,1,2017-07-11,1,0,2,1,11,263.58,34046.4,9.0,649.88,1,0,0,3,0,1
62,1,1,2,2017-07-31,1,2,0,1,12,282.88,40612.89,28.0,697.62,0,1,1,2,-1,1
25,1,0,2,2017-10-25,0,1,0,0,14,142.87,43660.25,29.0,580.25,0,1,1,4,0,1
22,0,0,3,2015-12-06,1,2,1,1,12,-604.024795,47001.28,8.0,697.62,1,0,0,3,0,0
58,0,0,2,2016-03-07,0,1,0,1,15,120.5,4165.97,17.0,694.31,1,0,0,3,0,1
62,0,0,2,2017-09-14,0,1,0,1,20,103.42,36445.77,16.0,663.11,1,0,0,3,0,1
41,1,0,1,2015-12-03,0,2,1,0,7,248.72,33879.22,26.0,713.39,0,1,1,0,0,1
48,1,0,4,2015-03-21,1,0,0,2,-999,58.73,39995.8,28.0,708.74,0,1,0,3,0,0
41,1,1,5,2017-09-18,0,0,1,1,10,129.09,25893.09,19.0,732.65,1,0,1,2,0,0
38,1,0,2,2016-04-04,0,0,1,0,2,392.09,13706.85,7.0,1176.200422,1,0,0,3,0,1
21,1,0,5,2015-09-20,0,1,1,1,9,164.87,49628.7,15.0,188.1924469,1,0,0,3,0,0
62,1,0,2,2017-01-31,1,0,1,2,3,280.47,25452.4,18.0,697.62,0,1,0,3,0,1
40,0,1,2,2015-08-23,1,1,1,1,12,126.63,44732.67,20.0,697.62,1,0,0,3,0,1
48,1,0,1,2017-10-17,0,0,0,2,15,850.5036092,17373.46,13.0,657.12,0,1,1,0,0,1
38,1,2,0,2015-06-10,0,2,0,1,11,376.93,31089.9,25.0,1071.824763,1,0,1,2,-1,1
12,0,1,0,2016-07-09,1,2,2,2,13,619.2,44015.54,9.0,826.4263584,1,1,0,3,0,1
34,0,0,3,2016-05-30,0,0,0,1,5,165.92,46167.97,23.0,661.83,0,1,0,3,-1,1
59,1,0,1,2017-12-18,0,0,0,2,15,202.73,23566.49,3.0,697.62,0,1,0,3,1,0
43,1,1,2,2017-12-05,1,1,0,1,13,641.9,11203.68,16.0,614.1,0,1,0,3,0,1
15,1,0,3,2016-04-20,1,0,1,1,14,766.04,44858.07,18.0,689.99,1,1,0,3,0,1
23,1,0,3,2015-05-20,0,0,0,0,23,1000.987122,45893.91,14.0,633.41,1,0,1,1,-1,1
55,1,0,4,2017-09-21,1,2,1,1,7,792.59,44496.31,19.0,741.71,1,0,0,3,0,0
59,0,0,4,2015-08-08,1,0,0,0,12,629.37,23602.1,11.0,742.41,1,1,0,3,0,0
50,1,0,0,2015-09-04,1,0,1,2,22,56.28,6124.94,15.0,561.78,0,1,0,3,0,1
48,0,1,2,2016-10-08,1,1,1,1,20,200.46,40236.57,21.0,647.61,1,0,0,3,-1,1
23,0,1,0,2015-11-02,1,2,1,1,16,1262.444589,12163.94,11.0,677.29,1,0,0,3,0,1
55,1,0,0,2017-07-19,0,2,1,1,14,299.27,7015.77,20.0,697.62,0,1,1,2,0,1
33,1,1,5,2016-11-03,0,0,1,1,20,260.92,70639.99,-5.339638902,760.54,0,1,0,3,1,0
49,1,0,0,2015-11-23,1,2,1,0,15,30.58,38036.67,29.0,636.43,1,0,1,2,0,1
55,1,0,3,2017-09-28,0,2,0,1,16,34.61,45824.46,12.0,697.62,1,0,1,4,-1,1
56,0,2,0,2017-12-17,1,2,1,2,11,177.42,6280.96,20.0,578.69,1,0,1,4,-1,1
32,0,1,0,2016-02-27,1,0,0,0,15,33.77,32673.05,21.0,529.02,0,1,0,3,-1,1
52,1,2,1,2016-05-13,0,2,0,0,15,33.5,50085.74,4.0,1242.200999,0,1,0,3,1,0
16,1,0,0,2016-12-30,1,1,1,0,8,62.53,23123.43,22.0,524.34,1,0,0,3,0,1
48,0,2,2,2015-11-22,1,1,1,1,15,583.96,38477.8,13.0,608.37,1,0,0,3,-1,1
61,1,1,5,2017-07-17,0,0,1,1,9,315.37,28202.86,19.0,778.62,1,0,0,3,0,0
33,0,0,2,2016-05-07,1,2,1,0,14,146.24,2203.18,15.0,301.5444844,0,1,1,0,-1,1
22,1,1,0,2016-08-11,1,0,0,0,20,103.51,21574.0,5.0,414.2461508,0,1,1,0,0,1
15,1,1,2,2015-09-05,0,2,1,0,19,-739.6765749,1808.39,22.0,697.62,1,0,0,3,-1,1
10,0,2,3,2016-02-16,0,2,0,2,12,142.34,38249.21,23.0,1078.760958,1,0,1,1,-1,1
50,1,2,5,2016-03-03,1,0,2,2,4,-431.0821631,9508.56,20.0,165.4194561,1,0,1,4,-1,0
12,1,1,0,2016-02-05,1,1,0,1,14,86.25,31792.97,9.0,1098.600851,0,1,1,4,0,1
10,1,0,4,2015-09-13,1,0,1,1,-999,78.93,49093.95,28.0,791.99,1,0,0,3,0,0
12,1,0,0,2017-04-19,0,1,0,2,8,122.17,12440.72,5.0,677.35,0,1,1,4,0,1
45,0,0,0,2017-07-20,1,2,1,0,6,1482.53,13626.01,23.0,555.38,1,1,0,3,-1,1
14,0,0,0,2016-01-29,1,2,0,0,1,385.72,18512.96,16.0,557.61,1,1,1,2,-1,1
40,0,0,2,2017-12-17,1,2,1,0,14,91.7,23406.99,16.0,668.48,0,1,1,2,0,0
25,1,1,5,2017-01-11,1,1,1,0,24,31.84,11412.83,53.5713734,703.86,1,0,1,0,0,0
20,0,0,1,2015-02-01,1,1,1,2,12,30.36,46548.07,15.0,723.0,0,1,1,1,0,0
37,0,1,2,2017-09-07,1,2,1,1,13,32.62,47228.58,12.0,697.62,0,1,1,2,-1,1
13,1,1,3,2016-03-21,0,0,0,0,4,150.97,85750.12,6.0,785.69,1,0,0,3,1,0
33,0,0,3,2015-08-25,1,0,0,2,-999,94.2,56741.77,11.0,710.79,0,1,0,3,1,0
47,0,0,4,2016-09-09,0,2,1,1,2,163.43,5843.93,5.0,754.32,0,1,1,4,0,0
34,1,0,0,2017-08-13,0,1,1,1,16,296.05,9945.0,16.0,638.91,0,1,0,3,0,1
60,1,1,5,2017-06-08,0,0,0,0,8,95.89,27327.38,15.0,754.13,0,1,1,1,0,0
10,0,0,0,2016-06-11,1,2,1,0,13,134.41,34007.44,12.0,420.2522345,0,1,1,2,0,1
44,1,0,4,2016-07-24,0,2,1,2,21,34.97,14545.9,8.0,360.5824643,1,0,1,1,0,0
17,1,2,3,2016-11-07,0,1,0,0,3,349.92,25966.98,9.0,659.95,1,0,0,3,0,1
38,0,0,2,2015-10-02,0,2,0,2,6,176.66,29048.04,21.0,-288.2473331,1,0,1,4,0,1
33,1,0,5,2017-09-03,1,1,0,1,20,42.03,33959.9,8.0,831.1,0,1,1,1,-1,0
16,0,1,3,2017-05-05,1,2,1,1,13,47.22,15403.3,19.0,672.15,0,1,0,3,0,1
50,1,2,3,2016-11-25,0,2,0,2,10,446.49,21585.94,16.0,697.62,1,1,0,3,0,0
52,0,1,2,2017-11-27,1,1,1,0,9,502.02,28024.35,8.0,1161.057661,0,1,1,2,0,1
36,1,1,1,2017-04-26,0,0,0,1,5,261.9,41808.02,16.0,697.62,1,0,1,2,0,0
38,0,0,0,2016-10-18,1,2,1,0,-999,105.74,25686.23,16.0,622.96,1,0,1,1,0,1
54,0,1,4,2016-03-20,1,2,0,0,23,59.08,36440.91,15.0,1638.27558,1,0,0,3,0,0
18,0,0,0,2016-07-22,1,2,1,1,17,200.63,21330.47,22.0,661.3,0,1,0,3,-1,1
27,1,1,5,2015-04-27,0,1,0,0,10,206.96,44254.12,12.0,697.62,1,1,0,3,-1,0
38,0,2,2,2015-07-24,0,0,0,1,17,162.46,3929.57,5.0,697.62,1,0,1,2,-1,1
59,1,0,4,2016-12-12,0,0,0,2,14,1431.646546,56989.08,7.0,727.58,1,0,1,1,1,0
51,0,1,5,2016-08-01,1,2,0,0,8,32.25,8879.1,24.0,796.24,1,0,1,4,0,0
14,0,0,1,2017-02-25,1,1,0,0,-999,104.42,6656.53,5.0,743.13,1,0,0,3,0,0
62,0,0,4,2015-10-30,0,1,1,0,21,144.85,12962.42,26.0,761.04,0,1,1,0,0,0
47,0,1,4,2016-05-05,0,2,0,0,18,33.57,5110.81,29.0,697.62,1,0,1,2,0,0
18,1,0,1,2015-08-16,0,2,0,2,21,260.08,15097.46,11.0,773.63,1,0,0,3,0,0
64,0,2,1,2015-01-02,0,0,1,0,13,80.09,32437.84,9.0,697.62,0,1,1,0,0,1
56,0,1,4,2015-07-01,0,2,0,2,13,-849.3020119,2042.49,21.0,697.62,1,0,1,2,-1,0
52,1,0,3,2015-08-02,0,1,0,2,16,401.93,60639.1,11.0,797.27,0,1,1,2,1,0
49,1,1,0,2017-07-05,0,0,1,1,9,76.11,28870.14,28.0,683.65,1,0,1,4,0,1
15,1,0,0,2017-03-30,1,2,0,0,15,81.06,6382.96,24.0,608.84,1,0,0,3,0,1
41,0,0,5,2015-06-03,0,0,1,1,10,1110.189531,49615.92,24.0,786.64,1,0,1,2,0,0
25,0,0,0,2015-12-21,0,2,1,1,8,305.27,28019.96,7.0,608.54,1,0,0,3,0,1
36,0,1,1,2017-06-25,1,2,1,2,24,563.3,38221.0,10.0,1296.669481,0,1,1,2,0,0
16,0,2,0,2017-12-20,0,1,2,2,7,237.14,5061.41,10.0,989.9731931,1,1,0,3,0,1
30,1,0,3,2016-12-17,1,0,1,0,2,58.85,46895.72,16.0,792.09,0,1,1,1,0,0
48,1,0,1,2017-10-12,1,1,0,2,14,31.26,48481.64,17.0,717.55,0,1,0,3,-1,1
29,1,0,2,2017-07-16,1,0,0,2,6,274.91,43598.7,5.0,697.62,0,1,1,1,0,1
30,0,0,1,2015-12-19,0,0,0,2,16,1299.679599,22290.86,28.0,638.96,0,1,1,2,0,1
49,1,1,0,2017-01-18,1,1,1,2,13,150.91,17129.53,15.0,639.82,0,1,1,4,0,1
13,0,0,1,2015-09-05,0,2,0,0,9,271.76,26424.38,14.0,756.13,1,1,0,3,0,0
56,1,2,5,2015-05-29,0,2,2,2,3,733.67,14436.07,6.0,297.403945,1,1,1,2,1,0
36,1,0,5,2016-03-19,1,0,0,0,-999,1221.822286,86842.83,13.0,710.92,1,1,0,3,1,0
34,1,0,4,2016-11-16,0,1,2,0,2,949.86,33079.95,25.0,419.1161383,1,1,0,3,0,0
23,0,1,0,2015-01-04,0,2,1,2,4,215.75,33862.45,16.0,206.027629,0,1,1,0,0,1
36,0,0,0,2016-04-12,0,1,0,1,15,479.45,25392.94,11.0,587.23,1,0,0,3,-1,1
20,1,1,5,2016-05-11,0,0,0,1,2,352.61,1816.1,5.0,733.6,0,1,0,3,0,0
35,0,1,2,2015-07-20,0,0,0,1,-999,86.27,37451.91,23.0,676.89,0,1,1,2,0,1
29,1,1,2,2017-07-19,0,2,0,0,19,43.5,14431.86,27.0,686.86,1,0,0,3,0,1
38,0,1,0,2017-06-10,1,0,0,1,11,552.61,20308.23,28.0,615.9,1,0,1,1,0,1
46,1,0,1,2015-07-01,0,2,1,1,20,393.41,15462.29,8.0,747.11,0,1,1,4,-1,0
60,0,1,3,2016-11-28,0,0,1,2,5,95.02,11757.89,6.0,750.89,1,0,0,3,0,0
61,0,1,4,2016-07-27,1,0,0,0,25,50.63,97688.49,17.0,292.5686807,1,0,1,2,1,0
56,0,0,1,2016-02-10,1,0,0,0,12,34.08,34687.38,15.0,717.96,0,1,0,3,1,0
41,1,1,2,2016-10-24,0,2,1,1,16,34.82,33188.16,27.0,367.6930211,0,1,1,0,0,1
59,1,0,4,2015-11-15,0,1,2,2,16,1336.2697,36326.75,16.0,788.99,0,1,0,3,0,0
29,0,0,4,2017-04-25,0,1,1,2,6,201.06,8436.67,6.0,1071.243322,1,0,1,2,-1,0
28,1,1,3,2016-10-19,1,0,2,2,16,348.67,38427.15,29.0,700.81,1,0,1,1,0,0
56,0,0,2,2015-08-22,0,1,0,0,14,42.78,43391.4,28.0,436.0883338,1,0,1,0,0,1
43,0,0,1,2016-05-01,0,1,0,1,21,33.37,36894.82,18.0,701.81,0,1,0,3,0,0
28,0,0,3,2017-05-19,0,0,2,0,20,222.09,19368.12,45.3190613,629.83,1,0,1,4,0,1
16,0,0,3,2016-05-22,0,0,0,2,9,88.82,5497.89,12.0,697.62,1,0,1,0,0,0
60,0,0,0,2015-05-21,1,1,0,1,16,101.56,5132.55,16.0,621.96,0,1,1,1,0,1
35,0,1,0,2015-05-28,0,2,1,2,9,37.59,28432.23,29.0,631.14,0,1,1,1,0,1
24,1,2,4,2015-11-28,0,1,0,2,2,138.61,68051.66,16.0,846.33,0,1,1,1,1,0
17,0,0,2,2016-01-18,0,0,0,0,9,47.81,12144.94,16.0,690.32,0,1,1,1,-1,1
21,1,1,1,2015-10-02,1,1,0,1,17,33.88,43649.07,11.0,777.37,0,1,1,4,0,0
16,0,0,2,2015-06-12,1,0,0,0,7,117.73,31562.08,7.0,697.62,0,1,1,0,-1,1
64,1,2,5,2017-05-16,1,0,0,1,3,327.42,1063.13,8.0,755.68,1,0,1,4,-1,0
39,1,0,2,2016-11-16,0,2,0,1,8,417.99,37839.02,16.0,654.7996673,0,1,0,3,-1,1
54,0,1,2,2017-12-13,0,1,1,2,4,80.78,19793.69,18.0,676.01,0,1,0,3,0,1
63,0,1,3,2017-12-15,0,0,0,1,9,96.65,24717.58,35.52947394,746.23,1,0,1,0,1,0
17,1,1,2,2016-02-16,0,0,0,1,13,46.04,19090.42,12.0,581.33,1,0,1,0,0,1
36,0,0,2,2017-03-26,1,0,1,0,16,119.69,48054.16,20.0,606.57,0,1,1,0,-1,1
55,1,0,3,2015-07-27,0,1,0,1,15,156.18,14801.69,12.0,645.38,0,1,1,0,0,1
24,0,2,1,2017-08-17,1,2,0,0,19,58.11,7232.66,8.0,673.32,0,1,0,3,0,1
55,1,0,1,2017-06-14,0,1,0,2,19,33.19,44650.25,17.0,697.62,1,0,0,3,0,0
63,1,0,5,2016-03-04,0,0,0,2,13,601.21,44824.66,5.0,771.61,1,1,0,3,1,0
28,1,1,2,2016-01-12,1,1,2,2,5,-84.51128758,14084.16,13.0,687.16,1,1,0,3,0,0
35,1,0,0,2015-06-22,1,1,1,0,10,495.46,26812.57,17.0,538.4,1,1,1,2,0,1
59,1,0,0,2016-04-21,0,2,2,2,15,510.73,20038.13,7.0,622.29,1,1,0,3,0,1
23,0,0,3,2015-01-16,0,0,1,0,17,378.32,6289.63,29.0,717.0,0,1,0,3,0,1
32,1,0,3,2017-07-19,1,0,0,2,12,191.47,12992.9,7.0,697.62,1,0,1,0,0,1
36,1,1,0,2015-08-10,0,1,2,2,4,247.62,17192.01,12.0,614.6,1,0,1,0,0,1
19,1,0,4,2015-01-15,1,2,0,1,-999,137.76,37000.31,19.0,751.89,0,1,1,0,0,0
47,1,1,5,2015-08-16,1,2,0,1,15,826.23,7263.2,15.0,741.78,1,1,1,2,0,0
42,1,1,0,2016-05-06,0,0,0,0,14,1086.01,37893.72,17.0,602.01,1,1,0,3,0,1
30,1,1,4,2015-02-15,1,1,1,1,17,512.86,84959.24,19.0,759.74,0,1,0,3,1,0
29,1,1,0,2017-09-14,1,0,2,1,12,523.17,48510.75,12.0,1203.6933,1,0,0,3,0,1
25,1,0,2,2015-03-12,1,2,0,1,-999,32.94,2257.48,11.0,937.5606171,0,1,0,3,0,1
54,0,2,0,2017-10-13,0,0,0,0,23,388.92,46687.09,20.0,951.6893163,0,1,1,4,0,1
38,0,2,2,2015-08-01,0,1,1,2,18,64.35,32459.02,18.0,626.88,1,0,0,3,0,1
19,0,0,4,2016-05-20,0,0,2,1,8,437.82,2361.57,6.0,720.59,0,1,0,3,0,0
28,0,0,3,2017-12-13,0,1,2,1,15,425.87,20552.83,6.0,734.31,1,1,0,3,0,0
57,0,1,5,2015-05-24,0,2,0,0,12,400.2,32446.0,10.0,839.0,1,0,0,3,1,0
56,0,2,5,2016-08-19,0,0,1,1,20,34.14,26613.52,25.0,708.39,0,1,1,1,0,0
33,1,0,0,2015-08-10,1,2,0,0,10,30.91,32503.71,11.0,552.16,0,1,0,3,0,1
36,1,1,2,2015-10-10,0,2,0,0,15,186.4,26284.13,17.0,656.21,1,0,0,3,0,1
53,1,0,4,2017-09-21,1,1,0,1,-999,83.02,32966.01,22.0,697.62,1,0,1,1,0,0
13,1,0,2,2017-12-30,0,1,1,1,5,1721.26,28781.74,13.0,512.17,1,1,1,2,0,1
27,1,2,3,2015-03-08,0,1,2,1,10,747.05,29414.81,16.0,683.08,0,1,1,2,0,1
11,0,0,2,2015-11-17,1,0,0,2,11,1228.143729,2173.69,17.0,969.1398301,0,1,0,3,0,1
26,0,1,0,2017-05-10,1,2,0,1,12,652.19,26519.82,16.0,1466.43648,1,1,0,3,-1,1
16,1,1,2,2016-09-26,1,2,1,1,11,130.05,17513.69,29.0,535.24,0,1,1,1,0,1
51,1,0,4,2017-10-28,1,1,0,1,7,185.79,53225.55,5.0,697.62,0,1,0,3,-1,0
23,1,0,3,2017-07-29,0,1,0,2,13,32.83,49711.44,26.0,485.0209578,0,1,0,3,0,0
25,0,1,5,2015-03-02,1,1,0,2,12,529.07,6325.37,23.0,744.6,1,0,1,1,0,0
16,1,2,2,2015-06-26,0,0,1,2,7,47.18,2242.41,14.0,667.44,0,1,0,3,0,1
60,0,0,2,2016-11-05,1,2,2,0,4,507.58,34469.26,13.0,651.69,1,1,0,3,-1,1
61,1,0,2,2016-04-12,0,2,0,2,12,322.92,18353.67,19.0,534.9,1,0,0,3,0,1
44,1,1,1,2017-03-12,1,0,0,0,13,96.76,31096.42,16.0,794.75,0,1,0,3,-1,0
20,0,1,1,2016-11-10,0,1,0,1,13,171.79,16554.99,12.0,777.01,0,1,0,3,0,0
27,1,0,3,2015-10-24,0,2,2,2,11,249.36,28951.39,18.0,768.86,1,0,0,3,0,0
22,0,1,1,2016-08-02,1,0,1,2,3,2732.7,79718.85,5.0,824.45,1,1,1,0,1,0
19,0,1,3,2017-01-27,1,0,0,1,14,213.38,14581.71,18.0,713.31,1,1,0,3,0,0
49,1,2,4,2017-08-03,0,0,0,0,-999,68.77,2187.4,16.0,702.95,1,0,1,2,0,0
40,1,0,0,2015-09-10,1,0,1,2,13,77.19,24873.42,20.0,696.24,1,0,0,3,0,1
20,1,2,0,2015-10-24,0,0,1,1,3,-503.7872902,30354.78,13.0,1030.541941,1,1,1,0,0,1
52,1,0,5,2016-12-07,1,0,1,0,21,30.48,1911.99,22.0,745.75,1,0,1,4,0,0
39,0,0,2,2017-04-22,0,1,1,1,21,186.03,2353.19,22.0,675.41,1,0,0,3,-1,1
20,0,2,5,2015-07-22,0,0,2,1,20,257.51,26394.03,11.0,792.01,0,1,0,3,1,0
25,1,1,0,2016-02-12,0,2,0,1,21,40.73,3069.27,15.0,658.13,0,1,1,2,0,1
16,1,1,4,2017-10-12,0,1,1,0,7,280.15,61874.77,4.0,774.36,0,1,1,0,1,0
17,0,0,0,2017-01-14,1,1,1,0,20,69.38,1062.77,24.0,699.24,1,0,1,2,0,1
64,0,1,0,2016-07-09,1,2,0,1,-999,393.4,46194.84,46.43606503,330.5707099,1,0,1,0,0,1
37,0,0,2,2016-10-29,1,2,1,0,13,66.03,46020.2,29.0,529.86,0,1,0,3,0,1
49,0,0,2,2016-09-18,0,0,1,1,24,31.93,24009.29,6.0,618.05,1,0,1,4,0,1
36,1,1,2,2016-03-14,1,0,0,2,23,125.03,10994.22,20.0,1147.987633,1,0,0,3,-1,1
59,0,2,1,2015-09-25,0,1,0,0,21,228.5,9071.32,8.0,703.79,1,0,0,3,0,0
21,1,1,4,2017-08-15,0,2,0,2,21,36.51,23137.87,11.0,697.62,0,1,1,0,0,0
17,1,1,3,2015-01-13,1,2,2,0,4,406.37,14837.87,19.0,742.51,0,1,0,3,0,0
15,1,0,3,2017-01-19,0,0,0,1,7,36.13,21281.1,16.0,719.2,0,1,1,1,-1,0
48,1,2,1,2016-01-23,0,0,1,1,14,160.61,90796.23,3.0,823.46,0,1,1,1,1,0
47,1,0,3,2016-06-12,1,1,0,2,14,247.55,40684.25,20.0,701.81,1,1,0,3,0,0
17,1,0,4,2017-10-05,0,0,1,0,12,164.74,41722.86,22.0,728.0,1,0,1,0,-1,0
21,1,0,1,2016-09-14,1,2,1,1,21,49.24,49946.91,18.0,694.15,1,0,1,1,0,1
51,1,1,5,2017-08-23,0,2,0,0,18,55.0,8502.47,22.0,786.6,0,1,0,3,0,0
59,0,0,1,2017-01-10,0,2,0,1,15,88.48,33724.01,22.0,941.4586065,1,0,0,3,0,0
54,1,1,1,2017-04-09,0,2,0,0,6,94.98,29217.32,13.0,702.21,0,1,1,4,0,0
24,1,2,5,2016-08-17,1,0,0,0,1,215.35,65188.06,8.0,778.26,0,1,0,3,1,0
27,1,1,5,2017-06-17,0,1,1,1,10,308.34,96015.22,4.0,815.96,1,0,0,3,1,0
40,1,2,4,2015-02-16,1,1,0,0,-999,328.08,30949.96,20.0,767.25,1,0,1,2,-1,0
17,1,0,2,2017-07-22,1,0,2,0,8,1512.6,15911.62,16.0,586.72,1,0,0,3,0,1
27,1,2,4,2016-01-16,0,1,0,1,17,234.72,97438.18,12.0,697.62,0,1,0,3,-1,0
61,1,2,2,2016-08-23,1,1,1,1,12,167.05,29100.92,29.0,517.38,0,1,1,2,-1,1
35,0,0,2,2015-12-23,0,2,0,1,21,74.86,7282.58,14.0,617.47,0,1,0,3,0,1
27,0,0,2,2015-06-05,0,1,0,1,-999,84.9,12254.48,12.0,660.35,1,0,0,3,0,1
64,0,1,2,2016-12-09,1,2,0,0,15,31.1,44214.34,27.0,672.58,1,0,1,4,0,1
26,1,0,1,2015-07-31,0,2,1,2,-999,783.85,28972.22,7.0,685.92,1,1,0,3,0,1
40,1,0,3,2016-05-07,0,1,2,1,23,413.94,42743.27,20.0,655.95,1,0,0,3,0,1
57,0,1,1,2015-04-16,1,1,0,1,20,640.52,6027.42,13.0,1066.059624,0,1,0,3,0,0
28,1,1,1,2015-05-03,0,1,2,2,12,202.8,20086.44,7.0,798.92,1,1,1,4,-1,0
60,1,0,2,2015-07-31,0,2,1,0,12,337.48,27396.98,26.0,614.08,0,1,1,0,-1,1
51,0,0,0,2017-11-03,0,2,0,1,10,299.48,38854.23,28.0,668.5,0,1,1,0,0,1
18,1,0,2,2017-02-05,1,2,1,0,8,31.26,15951.24,21.0,677.42,1,0,0,3,0,1
39,1,2,4,2015-06-15,1,0,1,1,18,110.72,4032.05,10.0,720.15,0,1,0,3,0,0
31,1,0,1,2016-10-09,0,0,1,0,-999,242.79,1266.63,4.0,788.29,1,0,1,4,1,0
23,1,1,0,2015-10-29,0,1,0,0,17,371.65,44996.93,27.0,507.98,0,1,0,3,0,1
60,0,1,3,2016-12-19,0,0,0,1,5,113.93,14527.98,16.0,754.61,1,0,0,3,0,0
49,1,1,1,2015-08-19,0,0,1,2,15,153.01,59242.98,18.0,790.36,1,0,0,3,1,0
64,0,2,2,2016-06-08,0,2,0,2,22,223.8,35421.5,9.0,606.53,1,1,0,3,0,1
15,0,1,0,2015-07-17,1,1,2,2,-999,216.38,14244.25,24.0,621.01,0,1,0,3,0,1
51,0,0,3,2016-11-12,1,0,1,0,15,92.58,47671.91,7.0,795.49,1,0,1,2,1,0
38,1,0,1,2017-06-04,0,0,0,0,11,62.54,50065.89,13.0,796.93,1,0,1,4,1,0
25,0,1,5,2017-10-21,1,2,0,2,7,170.95,41491.97,11.0,717.98,1,0,0,3,0,0
17,0,2,3,2017-09-22,1,0,0,2,3,64.75,7475.03,1.0,753.16,0,1,0,3,1,0
43,1,0,4,2016-04-04,0,0,0,1,23,359.7,19316.29,8.0,735.83,1,0,1,1,0,0
47,1,0,1,2017-06-18,1,0,1,1,3,152.42,43006.26,10.0,753.07,0,1,1,0,0,0
60,1,0,1,2017-05-31,0,0,0,1,6,427.58,30118.88,4.0,760.59,0,1,1,1,1,0
61,1,0,2,2016-11-05,0,2,0,1,-999,154.23,35098.61,15.0,594.68,0,1,1,0,-1,1
41,1,1,3,2016-04-09,0,0,0,1,9,90.52,4542.69,11.0,309.4934125,1,0,0,3,0,0
39,1,2,2,2015-10-08,1,2,1,1,17,72.68,13514.25,27.0,709.97,1,0,1,0,-1,1
